customer_id,age,gender,income_annual,employment_years,employment_status,credit_score,num_credit_accounts,num_hard_inquiries,late_payments_2yr,debt_existing,loan_amount,loan_purpose,loan_term_months,interest_rate,loan_grade,home_ownership,state,application_date,defaulted,debt_to_income,monthly_payment,payment_to_income,total_debt_ratio,interest_cost_total,risk_per_year,credit_tier,income_tier,loan_size
FIN-000383,40,Female,43068.0,26,Employed,694.0,7,2,5,38890,43294,Education,60,11.34,B,Mortgage,IL,2020-05-07,0,1.0052,721.57,0.2011,1.9082,24547.7,2.5,Good,Lower-Mid,Very Large
FIN-000384,68,Male,185859.0,24,Unemployed,547.0,6,7,7,43492,17920,Vacation,12,18.17,D,Own,NY,2020-05-07,1,0.0964,1493.33,0.0964,0.3304,3256.06,3.5,Very Poor,Upper-Mid,Large
FIN-000385,64,Male,176745.0,30,Employed,739.0,10,1,4,9800,58609,Vacation,48,21.52,A,Mortgage,NY,2020-05-08,0,0.3316,1221.02,0.0829,0.387,50450.63,2.0,Very Good,Upper-Mid,Very Large
FIN-000386,29,Female,167227.0,22,Employed,695.0,6,5,7,39407,76096,Education,12,6.12,B,Rent,NC,2020-05-08,0,0.455,6341.33,0.455,0.6907,4657.08,3.5,Good,Upper-Mid,Very Large
FIN-000387,68,Male,20570.0,34,Unemployed,655.0,4,7,4,23402,67358,Medical,60,25.24,C,Rent,IL,2020-05-08,1,3.2746,1122.63,0.6549,4.4123,85005.8,2.0,Good,Low,Very Large
FIN-000388,24,Female,126226.0,3,Employed,700.0,2,3,5,27224,29265,Business,24,11.01,E,Other,CA,2020-05-09,0,0.2318,1219.38,0.1159,0.4475,6444.15,2.5,Very Good,Upper-Mid,Large
FIN-000389,45,Male,101736.0,27,Employed,540.0,5,2,4,46213,78251,Education,72,13.46,B,Rent,NC,2020-05-09,1,0.7692,1086.82,0.1282,1.2234,63195.51,2.0,Very Poor,Upper-Mid,Very Large
FIN-000390,21,Female,162841.0,12,Employed,640.0,11,5,3,4750,14438,Debt Consolidation,12,12.42,E,Rent,MI,2020-05-09,0,0.0887,1203.17,0.0887,0.1178,1793.2,1.5,Fair,Upper-Mid,Medium
FIN-000391,59,Female,58921.0,0,Employed,528.0,3,5,7,13820,75779,Education,12,24.24,A,Mortgage,PA,2020-05-10,1,1.2861,6314.92,1.2861,1.5207,18368.83,3.5,Very Poor,Lower-Mid,Very Large
FIN-000392,32,Female,170147.0,11,Employed,842.0,3,5,6,35422,33629,Car,48,8.51,A,Own,NC,2020-05-10,0,0.1976,700.6,0.0494,0.4058,11447.31,3.0,Excellent,Upper-Mid,Very Large
FIN-000393,60,Female,109589.0,25,Employed,838.0,4,2,6,49307,67442,Medical,60,5.17,C,Rent,OH,2020-05-10,0,0.6154,1124.03,0.1231,1.0653,17433.76,3.0,Excellent,Upper-Mid,Very Large
FIN-000394,60,Female,30301.0,22,Employed,828.0,11,1,4,35837,9085,Medical,12,27.34,D,Own,MI,2020-05-11,1,0.2998,757.08,0.2998,1.4825,2483.84,2.0,Excellent,Lower-Mid,Medium
FIN-000396,29,Male,199431.0,27,Employed,428.0,5,4,6,20978,65084,Car,72,10.56,C,Mortgage,OH,2020-05-11,1,0.3263,903.94,0.0544,0.4315,41237.22,3.0,Very Poor,Upper-Mid,Very Large
FIN-000397,66,Male,75119.0,16,Self-Employed,519.0,11,5,5,13713,68605,Vacation,24,4.72,A,Rent,IL,2020-05-12,1,0.9133,2858.54,0.4566,1.0958,6476.31,2.5,Very Poor,Mid,Very Large
FIN-000398,40,Female,89191.0,5,Employed,381.0,2,0,6,40431,66666,Business,36,19.68,C,Rent,OH,2020-05-12,1,0.7475,1851.83,0.2492,1.2008,39359.61,3.0,Very Poor,Mid,Very Large
FIN-000399,25,Male,36347.0,13,Self-Employed,319.0,6,0,5,31207,73412,Education,60,19.74,B,Mortgage,MI,2020-05-12,1,2.0198,1223.53,0.4039,2.8783,72457.64,2.5,Very Poor,Lower-Mid,Very Large
FIN-000400,40,Male,141359.0,16,Retired,626.0,6,2,4,6303,56178,Debt Consolidation,24,26.6,C,Rent,FL,2020-05-13,0,0.3974,2340.75,0.1987,0.442,29886.7,2.0,Fair,Upper-Mid,Very Large
FIN-000401,41,Female,42053.0,4,Employed,336.0,8,1,4,6142,76092,Vacation,48,11.51,C,Rent,PA,2020-05-13,1,1.8094,1585.25,0.4524,1.9555,35032.76,2.0,Very Poor,Lower-Mid,Very Large
FIN-000402,22,Other,79056.0,12,Self-Employed,681.0,2,2,7,42436,43009,Medical,72,8.95,D,Rent,TX,2020-05-13,0,0.544,597.35,0.0907,1.0808,23095.83,3.5,Good,Mid,Very Large
FIN-000403,41,Female,78688.0,8,Employed,338.0,8,1,7,3755,68976,Vacation,60,18.98,C,Rent,MI,2020-05-14,1,0.8766,1149.6,0.1753,0.9243,65458.22,3.5,Very Poor,Mid,Very Large
FIN-000404,62,Female,146845.0,25,Employed,408.0,8,3,5,48197,37225,Medical,24,17.75,C,Mortgage,NY,2020-05-14,1,0.2535,1551.04,0.1267,0.5817,13214.88,2.5,Very Poor,Upper-Mid,Very Large
FIN-000405,44,Female,78450.0,12,Unemployed,728.0,4,0,1,830,43437,Business,12,21.37,C,Rent,TX,2020-05-14,0,0.5537,3619.75,0.5537,0.5643,9282.49,0.5,Very Good,Mid,Very Large
FIN-000406,29,Female,146385.0,18,Unemployed,363.0,7,2,2,46393,75935,Car,60,25.3,F,Mortgage,MI,2020-05-15,1,0.5187,1265.58,0.1037,0.8357,96057.78,1.0,Very Poor,Upper-Mid,Very Large
FIN-000407,59,Female,163376.0,16,Employed,474.0,7,6,1,39342,18648,Home Improvement,24,17.65,D,Rent,TX,2020-05-15,0,0.1141,777.0,0.0571,0.3549,6582.74,0.5,Very Poor,Upper-Mid,Large
FIN-000408,50,Female,124816.0,15,Retired,331.0,1,7,4,13693,47936,Business,12,8.03,D,Rent,OH,2020-05-15,1,0.3841,3994.67,0.3841,0.4938,3849.26,2.0,Very Poor,Upper-Mid,Very Large
FIN-000409,38,Female,51403.0,29,Employed,830.0,1,3,0,6121,45263,Car,36,18.56,C,Own,IL,2020-05-16,0,0.8806,1257.31,0.2935,0.9996,25202.44,0.0,Excellent,Lower-Mid,Very Large
FIN-000410,64,Male,133547.0,31,Self-Employed,405.0,8,4,0,28304,53373,Vacation,72,13.29,C,Other,PA,2020-05-16,0,0.3997,741.29,0.0666,0.6116,42559.63,0.0,Very Poor,Upper-Mid,Very Large
FIN-000411,63,Female,127078.0,13,Employed,781.0,11,0,3,48294,57814,Debt Consolidation,60,15.14,B,Other,NY,2020-05-16,0,0.4549,963.57,0.091,0.835,43765.2,1.5,Excellent,Upper-Mid,Very Large
FIN-000412,30,Female,122654.0,14,Self-Employed,505.0,1,1,1,22458,70137,Car,60,27.05,D,Rent,MI,2020-05-17,0,0.5718,1168.95,0.1144,0.7549,94860.29,0.5,Very Poor,Upper-Mid,Very Large
FIN-000413,65,Male,96418.0,11,Employed,546.0,3,5,5,34110,51972,Business,24,17.54,A,Rent,IL,2020-05-17,1,0.539,2165.5,0.2695,0.8928,18231.78,2.5,Very Poor,Mid,Very Large
FIN-000414,61,Male,188496.0,10,Retired,388.0,6,7,7,43124,33147,Home Improvement,36,8.02,A,Rent,IL,2020-05-17,1,0.1758,920.75,0.0586,0.4046,7975.17,3.5,Very Poor,Upper-Mid,Very Large
FIN-000415,68,Female,79924.0,4,Self-Employed,615.0,8,4,3,43704,24295,Vacation,48,14.91,C,Own,FL,2020-05-18,0,0.304,506.15,0.076,0.8508,14489.54,1.5,Fair,Mid,Large
FIN-000416,41,Male,148391.0,10,Employed,310.0,5,4,3,24063,11897,Debt Consolidation,24,9.87,A,Rent,MI,2020-05-18,1,0.0802,495.71,0.0401,0.2423,2348.47,1.5,Very Poor,Upper-Mid,Medium
FIN-000417,42,Female,172250.0,33,Self-Employed,348.0,5,3,0,45258,43253,Debt Consolidation,24,7.68,E,Rent,FL,2020-05-18,1,0.2511,1802.21,0.1256,0.5139,6643.66,0.0,Very Poor,Upper-Mid,Very Large
FIN-000418,37,Male,168893.0,18,Self-Employed,470.0,4,7,1,34612,10838,Home Improvement,48,21.24,D,Rent,GA,2020-05-19,0,0.0642,225.79,0.016,0.2691,9207.96,0.5,Very Poor,Upper-Mid,Medium
FIN-000419,25,Male,20714.0,25,Employed,442.0,4,6,2,46017,72680,Education,48,19.27,C,Mortgage,PA,2020-05-19,1,3.5087,1514.17,0.8772,5.7303,56021.74,1.0,Very Poor,Low,Very Large
FIN-000420,26,Female,102328.0,25,Employed,506.0,7,7,6,49613,31414,Car,48,16.2,B,Mortgage,TX,2020-05-19,1,0.307,654.46,0.0767,0.7918,20356.27,3.0,Very Poor,Upper-Mid,Very Large
FIN-000421,30,Male,149196.0,16,Employed,762.0,6,2,5,30545,43748,Business,72,14.45,C,Rent,TX,2020-05-20,0,0.2932,607.61,0.0489,0.498,37929.52,2.5,Excellent,Upper-Mid,Very Large
FIN-000422,63,Male,134312.0,30,Employed,808.0,8,5,1,23227,66157,Debt Consolidation,48,12.07,C,Mortgage,TX,2020-05-20,0,0.4926,1378.27,0.1231,0.6655,31940.6,0.5,Excellent,Upper-Mid,Very Large
FIN-000423,22,Male,92882.0,18,Employed,500.0,11,7,7,200,34483,Business,48,6.57,B,Mortgage,PA,2020-05-20,1,0.3713,718.4,0.0928,0.3734,9062.13,3.5,Very Poor,Mid,Very Large
FIN-000424,27,Female,126342.0,19,Employed,304.0,6,7,3,16899,16513,Car,12,11.53,E,Rent,CA,2020-05-21,1,0.1307,1376.08,0.1307,0.2645,1903.95,1.5,Very Poor,Upper-Mid,Large
FIN-000425,66,Female,175196.0,22,Employed,510.0,11,7,4,5871,60549,Vacation,12,24.2,A,Mortgage,NY,2020-05-21,1,0.3456,5045.75,0.3456,0.3791,14652.86,2.0,Very Poor,Upper-Mid,Very Large
FIN-000426,24,Female,106951.0,24,Employed,328.0,10,2,3,46285,49802,Home Improvement,48,22.92,D,Mortgage,CA,2020-05-21,0,0.4657,1037.54,0.1164,0.8984,45658.47,1.5,Very Poor,Upper-Mid,Very Large
FIN-000427,57,Female,37511.0,27,Retired,489.0,7,3,1,21834,31451,Medical,72,27.35,D,Own,FL,2020-05-22,1,0.8384,436.82,0.1397,1.4205,51611.09,0.5,Very Poor,Lower-Mid,Very Large
FIN-000428,39,Female,74588.0,11,Self-Employed,487.0,10,7,0,31325,45909,Home Improvement,72,19.92,F,Mortgage,CA,2020-05-22,0,0.6155,637.62,0.1026,1.0355,54870.44,0.0,Very Poor,Mid,Very Large
FIN-000429,48,Female,97567.0,0,Self-Employed,449.0,10,4,6,21223,53091,Car,36,17.51,C,Mortgage,NC,2020-05-22,1,0.5441,1474.75,0.1814,0.7617,27888.7,3.0,Very Poor,Mid,Very Large
FIN-000430,40,Female,162287.0,1,Employed,824.0,5,0,1,29546,57389,Debt Consolidation,72,11.46,C,Mortgage,PA,2020-05-23,0,0.3536,797.07,0.0589,0.5357,39460.68,0.5,Excellent,Upper-Mid,Very Large
FIN-000431,50,Female,162923.0,9,Employed,665.0,6,4,2,22874,45963,Vacation,36,6.31,E,Mortgage,GA,2020-05-23,0,0.2821,1276.75,0.094,0.4225,8700.8,1.0,Good,Upper-Mid,Very Large
FIN-000432,62,Male,184622.0,33,Employed,456.0,1,3,5,26972,59734,Car,48,19.02,D,Rent,TX,2020-05-23,1,0.3235,1244.46,0.0809,0.4696,45445.63,2.5,Very Poor,Upper-Mid,Very Large
FIN-000433,58,Male,136867.0,31,Self-Employed,379.0,3,4,5,3696,70509,Vacation,72,15.97,D,Own,PA,2020-05-24,1,0.5152,979.29,0.0859,0.5422,67561.72,2.5,Very Poor,Upper-Mid,Very Large
FIN-000434,22,Female,75958.0,24,Employed,572.0,8,5,4,42235,37291,Medical,12,22.34,D,Own,FL,2020-05-24,0,0.4909,3107.58,0.4909,1.047,8330.81,2.0,Fair,Mid,Very Large
FIN-000435,23,Male,152250.0,9,Employed,817.0,3,4,4,23385,26817,Debt Consolidation,36,14.18,C,Rent,OH,2020-05-24,0,0.1761,744.92,0.0587,0.3297,11407.95,2.0,Excellent,Upper-Mid,Large
FIN-000436,67,Male,197386.0,0,Unemployed,531.0,1,7,3,18013,78666,Vacation,12,27.66,A,Mortgage,GA,2020-05-25,0,0.3985,6555.5,0.3985,0.4898,21759.02,1.5,Very Poor,Upper-Mid,Very Large
FIN-000437,62,Female,104727.0,31,Employed,459.0,3,4,1,20402,7559,Medical,24,13.84,A,Mortgage,PA,2020-05-25,1,0.0722,314.96,0.0361,0.267,2092.33,0.5,Very Poor,Upper-Mid,Medium
FIN-000438,69,Male,130756.0,11,Unemployed,643.0,4,4,5,37257,19744,Vacation,12,12.33,C,Own,CA,2020-05-25,0,0.151,1645.33,0.151,0.4359,2434.44,2.5,Fair,Upper-Mid,Large
FIN-000439,59,Female,51146.0,17,Unemployed,588.0,8,0,0,2016,36155,Education,48,24.97,B,Mortgage,GA,2020-05-26,0,0.7069,753.23,0.1767,0.7463,36111.61,0.0,Fair,Lower-Mid,Very Large
FIN-000441,22,Female,186375.0,12,Retired,604.0,4,1,3,33743,61898,Home Improvement,72,24.97,C,Mortgage,NC,2020-05-26,0,0.3321,859.69,0.0554,0.5132,92735.58,1.5,Fair,Upper-Mid,Very Large
FIN-000442,59,Male,105066.0,2,Employed,659.0,7,2,1,20931,56036,Education,60,5.14,B,Own,TX,2020-05-27,0,0.5333,933.93,0.1067,0.7326,14401.25,0.5,Good,Upper-Mid,Very Large
FIN-000443,35,Female,152273.0,20,Retired,699.0,1,7,0,40073,58176,Car,48,20.78,B,Mortgage,MI,2020-05-27,0,0.3821,1212.0,0.0955,0.6452,48355.89,0.0,Good,Upper-Mid,Very Large
FIN-000444,23,Male,95547.0,13,Employed,748.0,9,1,1,17243,63399,Education,24,6.19,D,Other,PA,2020-05-27,0,0.6635,2641.62,0.3318,0.844,7848.8,0.5,Very Good,Mid,Very Large
FIN-000445,25,Female,75103.0,9,Self-Employed,405.0,11,1,0,20328,23006,Home Improvement,72,7.98,E,Mortgage,GA,2020-05-28,0,0.3063,319.53,0.0511,0.577,11015.27,0.0,Very Poor,Mid,Large
FIN-000446,60,Female,163736.0,1,Self-Employed,381.0,4,1,7,209,57434,Debt Consolidation,12,20.95,D,Mortgage,IL,2020-05-28,1,0.3508,4786.17,0.3508,0.352,12032.42,3.5,Very Poor,Upper-Mid,Very Large
FIN-000447,56,Male,134008.0,10,Employed,641.0,9,7,6,45823,69591,Business,36,11.31,A,Rent,TX,2020-05-28,0,0.5193,1933.08,0.1731,0.8612,23612.23,3.0,Fair,Upper-Mid,Very Large
FIN-000448,60,Female,88624.0,0,Self-Employed,720.0,3,6,1,9800,8069,Medical,48,9.45,C,Mortgage,IL,2020-05-29,0,0.091,168.1,0.0228,0.2016,3050.08,0.5,Very Good,Mid,Medium
FIN-000449,58,Female,61456.0,25,Retired,348.0,11,7,1,213,11486,Vacation,72,23.34,D,Rent,CA,2020-05-29,1,0.1869,159.53,0.0312,0.1904,16084.99,0.5,Very Poor,Mid,Medium
FIN-000450,57,Male,28664.0,12,Retired,505.0,5,4,7,22281,70389,Debt Consolidation,36,26.74,C,Own,GA,2020-05-29,1,2.4557,1955.25,0.8186,3.233,56466.06,3.5,Very Poor,Low,Very Large
FIN-000451,47,Male,128384.0,27,Self-Employed,517.0,1,6,6,28007,40428,Business,12,9.96,B,Own,GA,2020-05-30,1,0.3149,3369.0,0.3149,0.533,4026.63,3.0,Very Poor,Upper-Mid,Very Large
FIN-000452,25,Male,126229.0,20,Self-Employed,735.0,11,4,5,38550,33800,Education,72,11.95,B,Mortgage,TX,2020-05-30,0,0.2678,469.44,0.0446,0.5732,24234.6,2.5,Very Good,Upper-Mid,Very Large
FIN-000453,37,Male,86696.0,9,Employed,621.0,3,5,3,40170,42220,Car,24,21.28,B,Own,PA,2020-05-30,0,0.487,1759.17,0.2435,0.9503,17968.83,1.5,Fair,Mid,Very Large
FIN-000454,58,Female,161786.0,11,Unemployed,530.0,5,7,1,25548,61254,Education,48,23.66,B,Own,GA,2020-05-31,1,0.3786,1276.12,0.0947,0.5365,57970.79,0.5,Very Poor,Upper-Mid,Very Large
FIN-000455,65,Male,24312.0,26,Self-Employed,786.0,6,0,1,28375,16869,Home Improvement,36,27.98,A,Rent,MI,2020-05-31,0,0.6939,468.58,0.2313,1.861,14159.84,0.5,Excellent,Low,Large
FIN-000456,61,Female,126691.0,2,Unemployed,728.0,8,6,3,303,9176,Home Improvement,72,10.92,C,Own,GA,2020-05-31,0,0.0724,127.44,0.0121,0.0748,6012.12,1.5,Very Good,Upper-Mid,Medium
FIN-000457,32,Male,136936.0,27,Self-Employed,583.0,1,4,3,26411,41454,Car,48,17.58,C,Rent,OH,2020-06-01,0,0.3027,863.62,0.0757,0.4956,29150.45,1.5,Fair,Upper-Mid,Very Large
FIN-000458,62,Male,171917.0,1,Employed,785.0,3,4,4,24558,75773,Business,72,7.65,D,Mortgage,NY,2020-06-01,0,0.4408,1052.4,0.0735,0.5836,34779.81,2.0,Excellent,Upper-Mid,Very Large
FIN-000459,51,Male,55215.0,27,Employed,575.0,1,1,4,20431,31453,Debt Consolidation,48,12.27,B,Rent,FL,2020-06-01,0,0.5696,655.27,0.1424,0.9397,15437.13,2.0,Fair,Lower-Mid,Very Large
FIN-000460,53,Male,107564.0,30,Employed,732.0,5,0,5,6951,61813,Vacation,36,5.56,C,Other,CA,2020-06-02,0,0.5747,1717.03,0.1916,0.6393,10310.41,2.5,Very Good,Upper-Mid,Very Large
FIN-000461,63,Female,122613.0,20,Employed,484.0,8,0,3,11653,71326,Vacation,24,9.45,C,Mortgage,NC,2020-06-02,1,0.5817,2971.92,0.2909,0.6768,13480.61,1.5,Very Poor,Upper-Mid,Very Large
FIN-000463,58,Female,192150.0,30,Self-Employed,396.0,11,6,2,5959,46184,Home Improvement,24,8.35,B,Rent,MI,2020-06-03,0,0.2404,1924.33,0.1202,0.2714,7712.73,1.0,Very Poor,Upper-Mid,Very Large
FIN-000464,23,Female,56264.0,13,Employed,418.0,9,1,5,18017,57186,Car,24,25.4,B,Own,TX,2020-06-03,1,1.0164,2382.75,0.5082,1.3366,29050.49,2.5,Very Poor,Lower-Mid,Very Large
FIN-000465,58,Male,185556.0,8,Employed,664.0,6,0,0,31953,21609,Debt Consolidation,12,21.19,B,Rent,MI,2020-06-03,0,0.1165,1800.75,0.1165,0.2887,4578.95,0.0,Good,Upper-Mid,Large
FIN-000466,61,Male,112995.0,22,Employed,702.0,6,3,7,35242,79539,Education,72,5.15,D,Rent,OH,2020-06-04,0,0.7039,1104.71,0.1173,1.0158,24577.55,3.5,Very Good,Upper-Mid,Very Large
FIN-000467,60,Male,106857.0,11,Employed,696.0,11,1,3,13855,32068,Medical,36,25.1,F,Own,GA,2020-06-04,0,0.3001,890.78,0.1,0.4298,24147.2,1.5,Good,Upper-Mid,Very Large
FIN-000468,50,Male,137602.0,28,Employed,757.0,5,1,4,21424,51996,Car,12,27.47,C,Rent,FL,2020-06-04,0,0.3779,4333.0,0.3779,0.5336,14283.3,2.0,Excellent,Upper-Mid,Very Large
FIN-000469,67,Male,119976.0,21,Self-Employed,617.0,10,0,7,35145,66446,Debt Consolidation,60,16.29,D,Own,MI,2020-06-05,0,0.5538,1107.43,0.1108,0.8468,54120.27,3.5,Fair,Upper-Mid,Very Large
FIN-000470,42,Female,193234.0,3,Employed,681.0,5,7,1,26326,74759,Medical,72,11.89,C,Mortgage,CA,2020-06-05,0,0.3869,1038.32,0.0645,0.5231,53333.07,0.5,Good,Upper-Mid,Very Large
FIN-000471,58,Female,108465.0,6,Employed,441.0,11,6,3,27258,41834,Vacation,12,10.69,A,Mortgage,IL,2020-06-05,1,0.3857,3486.17,0.3857,0.637,4472.05,1.5,Very Poor,Upper-Mid,Very Large
FIN-000472,52,Female,134644.0,7,Retired,756.0,7,3,3,19795,25746,Car,48,6.55,E,Mortgage,MI,2020-06-06,0,0.1912,536.38,0.0478,0.3382,6745.45,1.5,Excellent,Upper-Mid,Large
FIN-000475,52,Other,133742.0,12,Retired,567.0,1,2,2,9552,16637,Debt Consolidation,60,16.34,F,Rent,OH,2020-06-07,0,0.1244,277.28,0.0249,0.1958,13592.43,1.0,Fair,Upper-Mid,Large
FIN-000476,63,Female,85294.0,19,Employed,786.0,1,7,5,7275,13612,Debt Consolidation,24,10.43,B,Own,CA,2020-06-07,0,0.1596,567.17,0.0798,0.2449,2839.46,2.5,Excellent,Mid,Medium
FIN-000477,24,Male,151439.0,20,Employed,459.0,10,3,4,15485,35410,Education,48,15.7,A,Mortgage,FL,2020-06-07,1,0.2338,737.71,0.0585,0.3361,22237.48,2.0,Very Poor,Upper-Mid,Very Large
FIN-000478,49,Male,33417.0,18,Employed,313.0,6,7,4,33540,10160,Education,72,14.33,B,Mortgage,IL,2020-06-08,1,0.304,141.11,0.0507,1.3077,8735.57,2.0,Very Poor,Lower-Mid,Medium
FIN-000479,65,Male,72328.0,1,Employed,454.0,3,1,4,11969,65108,Car,72,11.67,C,Own,IL,2020-06-08,1,0.9002,904.28,0.15,1.0657,45588.62,2.0,Very Poor,Mid,Very Large
FIN-000480,28,Female,157845.0,29,Employed,400.0,9,4,7,46113,12728,Business,12,15.04,A,Rent,OH,2020-06-08,1,0.0806,1060.67,0.0806,0.3728,1914.29,3.5,Very Poor,Upper-Mid,Medium
FIN-000481,40,Female,165277.0,22,Employed,342.0,11,0,5,7605,74774,Vacation,24,15.64,B,Own,FL,2020-06-09,1,0.4524,3115.58,0.2262,0.4984,23389.31,2.5,Very Poor,Upper-Mid,Very Large
FIN-000482,67,Male,122116.0,12,Employed,492.0,7,7,1,34067,68594,Business,12,24.09,C,Rent,MI,2020-06-09,1,0.5617,5716.17,0.5617,0.8407,16524.29,0.5,Very Poor,Upper-Mid,Very Large
FIN-000483,27,Male,75443.0,32,Unemployed,610.0,2,5,3,15853,23464,Debt Consolidation,12,20.15,E,Mortgage,OH,2020-06-09,0,0.311,1955.33,0.311,0.5211,4728.0,1.5,Fair,Mid,Large
FIN-000484,21,Male,67119.0,31,Employed,764.0,3,1,3,24757,36943,Medical,48,14.68,B,Rent,GA,2020-06-10,0,0.5504,769.65,0.1376,0.9193,21692.93,1.5,Excellent,Mid,Very Large
FIN-000485,45,Male,53668.0,27,Self-Employed,462.0,8,5,4,44865,35838,Education,12,25.77,C,Own,TX,2020-06-10,1,0.6678,2986.5,0.6678,1.5037,9235.45,2.0,Very Poor,Lower-Mid,Very Large
FIN-000486,46,Female,22770.0,23,Self-Employed,650.0,1,0,6,8337,10919,Medical,60,22.26,C,Rent,CA,2020-06-10,1,0.4795,181.98,0.0959,0.8457,12152.85,3.0,Good,Low,Medium
FIN-000487,29,Female,195380.0,27,Employed,533.0,5,5,6,37931,42092,Debt Consolidation,72,6.28,A,Mortgage,MI,2020-06-11,1,0.2154,584.61,0.0359,0.4096,15860.27,3.0,Very Poor,Upper-Mid,Very Large
FIN-000488,43,Male,57948.0,29,Employed,702.0,10,3,5,12134,12797,Vacation,72,8.11,B,Own,MI,2020-06-11,0,0.2208,177.74,0.0368,0.4302,6227.02,2.5,Very Good,Lower-Mid,Medium
FIN-000489,60,Female,133612.0,28,Employed,650.0,1,0,2,1839,56887,Debt Consolidation,72,6.42,C,Rent,CA,2020-06-11,0,0.4258,790.1,0.071,0.4395,21912.87,1.0,Good,Upper-Mid,Very Large
FIN-000490,22,Male,154678.0,33,Self-Employed,466.0,9,1,4,37362,79557,Home Improvement,24,11.99,D,Rent,CA,2020-06-12,1,0.5143,3314.88,0.2572,0.7559,19077.77,2.0,Very Poor,Upper-Mid,Very Large
FIN-000491,46,Female,100214.0,21,Employed,447.0,7,7,7,17186,8058,Education,48,14.74,B,Mortgage,NC,2020-06-12,1,0.0804,167.88,0.0201,0.2519,4751.0,3.5,Very Poor,Upper-Mid,Medium
FIN-000492,34,Female,139726.0,24,Self-Employed,327.0,5,4,5,10190,79577,Vacation,48,16.35,A,Rent,FL,2020-06-12,1,0.5695,1657.85,0.1424,0.6425,52043.36,2.5,Very Poor,Upper-Mid,Very Large
FIN-000493,64,Male,53025.0,13,Self-Employed,558.0,6,1,5,17702,71689,Business,12,24.51,A,Rent,NC,2020-06-13,0,1.352,5974.08,1.352,1.6858,17570.97,2.5,Fair,Lower-Mid,Very Large
FIN-000494,51,Female,70373.0,9,Unemployed,741.0,11,6,7,16359,32258,Business,12,4.92,C,Mortgage,OH,2020-06-13,0,0.4584,2688.17,0.4584,0.6908,1587.09,3.5,Very Good,Mid,Very Large
FIN-000495,46,Male,34388.0,9,Employed,826.0,3,7,2,22502,24359,Debt Consolidation,36,14.56,C,Own,OH,2020-06-13,0,0.7084,676.64,0.2361,1.3627,10640.01,1.0,Excellent,Lower-Mid,Large
FIN-000496,69,Male,102570.0,7,Employed,510.0,3,2,5,32514,17914,Debt Consolidation,36,14.16,C,Mortgage,TX,2020-06-14,1,0.1747,497.61,0.0582,0.4916,7609.87,2.5,Very Poor,Upper-Mid,Large
FIN-000497,39,Male,128814.0,13,Employed,842.0,7,0,7,37394,12536,Education,48,26.77,D,Mortgage,TX,2020-06-14,0,0.0973,261.17,0.0243,0.3876,13423.55,3.5,Excellent,Upper-Mid,Medium
FIN-000498,58,Male,50920.0,31,Employed,744.0,7,1,3,11990,60071,Home Improvement,48,10.16,E,Own,IL,2020-06-14,0,1.1797,1251.48,0.2949,1.4152,24412.85,1.5,Very Good,Lower-Mid,Very Large
FIN-000499,25,Female,186265.0,31,Employed,752.0,7,3,2,43218,38748,Home Improvement,12,7.38,F,Mortgage,MI,2020-06-15,0,0.208,3229.0,0.208,0.4401,2859.6,1.0,Excellent,Upper-Mid,Very Large
FIN-000500,26,Male,166083.0,2,Self-Employed,703.0,2,3,2,2940,44448,Home Improvement,60,7.84,D,Own,CA,2020-06-15,0,0.2676,740.8,0.0535,0.2853,17423.62,1.0,Very Good,Upper-Mid,Very Large
FIN-000501,55,Female,117883.0,19,Retired,365.0,2,7,0,23953,51132,Home Improvement,60,16.72,C,Mortgage,OH,2020-06-15,0,0.4338,852.2,0.0868,0.6369,42746.35,0.0,Very Poor,Upper-Mid,Very Large
FIN-000502,36,Female,182326.0,12,Employed,704.0,11,6,2,7398,7384,Vacation,72,13.69,A,Own,OH,2020-06-16,0,0.0405,102.56,0.0068,0.0811,6065.22,1.0,Very Good,Upper-Mid,Medium
FIN-000503,51,Male,78266.0,22,Employed,734.0,5,5,2,38226,49312,Car,12,22.22,B,Mortgage,GA,2020-06-16,0,0.6301,4109.33,0.6301,1.1185,10957.13,1.0,Very Good,Mid,Very Large
FIN-000504,38,Male,137847.0,18,Employed,527.0,4,1,7,2052,39134,Education,36,12.09,C,Own,OH,2020-06-16,1,0.2839,1087.06,0.0946,0.2988,14193.9,3.5,Very Poor,Upper-Mid,Very Large
FIN-000505,34,Male,31106.0,15,Self-Employed,775.0,7,5,1,44812,65120,Education,36,7.51,F,Mortgage,GA,2020-06-17,0,2.0935,1808.89,0.6978,3.5341,14671.54,0.5,Excellent,Lower-Mid,Very Large
FIN-000506,45,Male,41786.0,34,Employed,767.0,3,2,3,6305,65592,Education,60,13.59,A,Mortgage,NY,2020-06-17,0,1.5697,1093.2,0.3139,1.7206,44569.76,1.5,Excellent,Lower-Mid,Very Large
FIN-000507,35,Male,36944.0,6,Employed,400.0,5,0,4,8407,76723,Vacation,48,25.25,D,Rent,NY,2020-06-17,1,2.0767,1598.4,0.5192,2.3043,77490.23,2.0,Very Poor,Lower-Mid,Very Large
